"","userNames","userTweets","followers"
"23","El Noticiero Televen","noticias opep reitera que la oferta mundial de crudo supera a la demand urgente paciente oncologico requiere tamoxifeno tabletas de mg contacto urgente noticias solicitaran investigar irregularidades en la distribucion de bolsas de com noticias motivos para añadir el platano a su diet noticias javier gorriño “han ocurrido mas de linchamientos en el pais” urgente madopar de mg o sinemet de mg… contacto urgente dale rt noticias video suero contra veneno de abejas se probara en brasil noticias bp gym como hacer ejercicio sin tener que ir al gimnasi noticias rihanna tendra su propio documental “sin filtro” noticias video el fbi le pago a unos hackers para desbloquear el iphone de un terror noticias miguel ángel rodriguez fue designado como nuevo presidente de antv noticias atacantes de bruselas planeaban nuevo atentado en francia belg noticias asi fue la declaracion de cristina fernandez ante el tribunal federal noticias foto el apreton de manos entre antonio banderas y el papa francisc noticias vesely noquea a djokovic noticias decomisaron dolares a un venezolano en el aeropuerto de panam noticias kobe bryant se despide de la nba tras años de exit noticias video la caida de justin bieber que deja el playback al descubiert noticias aumenta en alemania cifra de inmigrantes que regresan voluntari noticias diferida para este miercoles discusion de la ley de referendos en la an noticias dianella parra el gobierno no quiere reconocer su fracaso en materia de salud",1111709
"24","Noticias de Aqui","no consigues el repuesto para tu carro no te preocupes lo tiene puertolacruz cnp se solidarizo con la periodista despedida por su reportaje de los papeles de panam madre de capriles esta siendo operada en nueva york la hermana pequeña de kate moss lottie moss asalta la portada de “vogue” mac presenta el primer adelanto de su linea inspirada en selen la forma en la que tomas el cafe puede revelar tu personal un sismo sacude el sudoeste de japon sin alerta de tsunami apresaron a dos feminas por simulacion de secuestro en anac reportan que la guardia nacional allano sede la udo en nueva esparta y reprimio a estudiantes con lacrimogen carlos vera icono del estilismo oriental gentedeaqui entrevista youtub lecheria domingo may en el puntapalma pm estara con todogira inf nivel del guri baja y se acerca a “zona de colapso” en celebran aniversario de pagina web vide horas sinluz estuvo hospital razetti de barcelon alonso correra en el gran premio de china f diputado armas la raiz de todos los problemas del pais es el gobiern petroleros de refinacion oriente entregaron donativos a familias anzoatiguens varela la oposicion desestima la democracia en el p julio borges no asistimos a la comision de la verdad porque no conocemos la agend greivis vasquez se despidio de la temporada con tres punt eurocamara creara una comision para investigar los papeles de panam olp se desplego en carabob oficialistas marchan este jueves contra ley de propiedad de la mision viviend olp se desplego en carabob horas sinluz estuvo hospital razetti de barcelona  a las de la tarde de este miercoles… amazon presenta su kindle oasis shakira podria estar embarazada por tercera vez kobebryant anota puntos en su partido de desped españa y portugal muestran preocupacion por situacion en venezuel ballena jorobada fue hallada muerta en la isla de margarit en gentedeaqui entrevistamos a maria virginia tang creadora d en complace tambien a los mas pequeños con su nuevo espacio marekids visital los fines de semana disfruta d diosdado cabello cada intento de la derecha fascista sera derrot cientificos de ee uu confirman vinculo entre zika y microcefalia en fet remodelaciones de baño cocina terraza en lecheria barcelona puertolacruz acusan a trabajadores de mercal por presunta corrupcion maduro aqui va a seguir gobernando la revolucion por lo que resta de esta dec el ofrece la posibilidad de hacer su reserva el linea se vale soñ marc anthony se declara fan del nuevo sencillo de chino y nach a la instructora le encanta apoyar con sus clases causas benef via   repasando el material para hablar sobre esta tarde en… camara municipal de guanta aprobo credito adicional alcalde feo la cruz se incorpora a las filas de voluntadpopul su taller de confianza cuentan con amplia experiencia para asistirte con su vehicul petroleros de refinacion oriente entregaron donativos a familias anzoatiguens megan fox bromeo sobre la paternidad del bebe que esper llama a y consulta el precio del repuesto que necesit el atletico elimino al barsa de la liga de campeones con doblete de griezmann presidente maduro tengo pruebas de paramilitares en miranda con plan para asesin",82024
"25","Observador en línea","esta gente hace cola para comprar papel sanitario y formulas lacteas para bebes que viva la revolu a años del cierre de rctv en venezuela lamordazaescuban soslibertaddeexpresionvzl a años del cierre de rctv en venezuela lamordazaescuban potomania la enfermedad de beber agua en exceso – ir al gimnasio podria ayudar a fumadores a dejar el vicio del tabaquismo – ejercicio moderado puede ayudar a mujeres con cancer de pecho a evitar efectos colaterales de la radioterapia – si eres mujer y fumas… lee esto – presta atencion si tu hijo esta desarrollando una barriga prominente – errores mas comunes a la hora de hacer dieta – personas obesas no son mas felices…al contrario tienden a la depresion – la personalidad ansiosa incrementa el riesgo cardiaco – consumo de mariscos durante el embarazo es beneficioso – sufres de tension y colesterol alto aca te presentamos una ayuda natural video – consumo excesivo de carne es perjudicial para la salud video – potomania la enfermedad de beber agua en exceso – tips para no engordar en estas fiestas navideñas – tatuarse con un inexperto podria ser muy riesgoso – si eres mujer y fumas… lee esto – presta atencion si tu hijo esta desarrollando una barriga prominente – la dieta emocional estar en paz para bajar de peso – errores mas comunes a la hora de hacer dieta – la dieta intermitente el regimen que esta de moda – aunque no lo creas cada parte del cuerpo es necesaria video – personas obesas no son mas felices…al contrario tienden a la depresion – obesidad y temperatura corporal podrian no tener relacion – la personalidad ansiosa incrementa el riesgo cardiaco – sufres de tension y colesterol alto aca te presentamos una ayuda natural video – belleza masculina los hombres tambien se cuidan – consumo de mariscos durante el embarazo es beneficioso – tiene tu hijo deficit de atencion aca te decimos como detectarlo – consumo excesivo de carne es perjudicial para la salud video – tu horoscopo…semana de noviembre al de diciembre – trabajadores universitarios marchan por un mejor salario obsnoticias rctv no existen argumentos juridicos que impidan al tsj revertir las migraciones asegura vicente diaz obsnoticias rctv pronostican lluvias dispersas en varios estados del pais obsnoticias rctv sismo de magnitud se sintio en falcon obsnoticias rctv capriles radonski para sacarme van a tener que echarle pierna porque miranda esta clarito obsnoticias rctv buhoneros cerraron la avenida bolivar para exigir que los dejen trabajar obsnoticias rctv",103648
"26","RCTV.net","hoy en el santoral santos maximo tiburcio valeriano lamberto y abundi fallecio simone de beauvoir filosofa feminista frances nacio jose mari manzanares torero español nacio emiro lobo artista plastico y pintor venezolan nacio françois duvalier papa doc dictador haitian en venezuela se celebran elecciones presidenciales para el periodo para elegir al sucesor del presidente hugo chavez en estados unidos se completa el mapa del genoma human en londres la banda de nueva ola del heavy metal britanico iron maiden edita su primer album de estudi nave espacial sovietica sputnik se desintegra con cuerpo de la perra laika en su interior al entrar en contacto con atmosfer en barcelona españa hace su ultima presentacion el grupo de teatro la barraca creado por federico garcia lorc en la ciudad de santos brasil se funda el santos futebol club barco britanico titanic choca contra un iceberg a las en su viaje inaugural mueren personas de las que viaj en estados unidos el presidente william howard taft comienza la tradicion de lanzar la primera pelota en un partido de beisbol en estados unidos se funda la union internacional de los paises americanos que desde se llamara oea en estados unidos john wilkes booth dispara al presidente abraham lincoln que muere al dia siguient en estados unidos noah webster publica la primera edicion de su diccionario an american dictionary of the english languag en españa se inaugura la mezquita de sevilla cuyas obras se habian iniciado diez años  miguel ángel rodriguez fue designado presidente de antv jony rahal el jefe de la zona estrategica insular actua como guapeton de ofici dip williams davila la ley de referendos busca garantizar el derecho de los electores que estan en el exterior ayer antes de iniciar sesion de la an diputados pidieron por la liberacion de diputados pres reprimidos estudiantes de la udo nueva espart hoy en maracaibo y por manuel rosal reprimidos estudiantes de la udo nueva esparta que protest udr de impunidad en el pais y abandono en seguridad generaron linch ministerio publico evaluo impacto ambiental  en minas ilegales de boliv defensa de leocenis garcia expuso su caso ante comision de medios de la an marcano pide intervencion de la an por crisis electrica en anzoategui david smolansky a maduro ser autista no es malo ser un violador de derechos humanos s denuncian ante la an perdida de bs millones para obras de transporte en boliv pedro bravo el tsj no puede convertirse en el tribunal de inquisicion de la an vicepresidenta de la comision de medios exige que corporacion maneiro deje la cobardia y acuda a la an ministerio publico acuso a cuatro empleados de mercal por corrupcion en varg pdte an que diga maduro la verdad el sabe que obama y el papa han estado buscando un dialog dip gaby arellano la vida de gilberto sojo esta en peligr comision penitenciaria de la an evaluo replicas de violencia en distintas carceles del p ramos allup nos siguen quitando diputados por esta otra via decisiones judiciales percud ramos allup se pronuncia sobre diputados electos a la an que se encuentran presos rosmit mantilla renzo pietro gilberto soj dip k salanova solicito al nuncio apostolico convocar al dialogo en funcion de proteger a los niños en venezuel gerardo blyde arranco plan de asfaltado barut cabildo metropolitano exige la dignificacion del salario minim betsy bustos decir que vamos a exportar medicamentos es una bofetada a todos los venezolan ojo hace pocos momentos se sintio sismo en la zona central de chil asociacion de alcaldes por venezuela el unico responsable de la crisis economica es el gobierno nacional alcalde feo la cruz se incorpora a las filas de voluntad popular para luchar por la mejor venezuel pescadores repudian hurto realizado al tendido electrico de tacarigua de la lagun jorge millan el problema electrico en el pais se debe a la corrupcion en este sector” jovenes y estudiantes de unt se activan para el revocatori iamdep realizo clinicas de baloncesto femenino en liceos porteñ con talleres y cursos de reciclaje  alcaldia metropolitana apoya el emprendimiento comunitari",1207449
"27","Radio Caracas Radio","a esta hora en conversamos con el alcalde del municipio el hatillo david smolansky ponrcr al aire hoynoesundiacualquiera con escuchenos por nuestro dial am ponrcr por nuestro dial am o a traves d en vivo el resumen de noticias informercr con ponrcr en el dial am y golpeagolpe entrevista al general r ponrcr en el dial am y golpeagolpe entrevista al dr josefelixoletta ponrcr en el dial am y al aire golpeagolpe con ponrcr en el dial am y palabrasmas entrevista al dr medico ginecologo ponrcr en el dial am y palabrasmas entrevista al dr presidente fmv ponrcr en el dial am y palabrasmas entrevista al dr medico infectarlo ponrcr en el dial am y en vivo palabrasmaspalabrasmenos con ponrcr en el dial am y titularesdelamañana entrevista al embajador ponrcr en el dial am y al aire titularesdelamañana con ponrcr en el dial am y en vivo lafuerzaeslaunion con ponrcr en el dial am y comienza guiaastrologica con ponrcr en el dial am y buenos dias al aire radiocaracasradio ponrcr en el dial am y ya en laentrevista habla con no pierdan detalle por abajo caden al aire laentrevista con y el periodista pedro prado pon abajo caden recuerde que puede continuar escuchando nuestra programacion a traves d la reactivacion de la economia no va a ocurrir si el gobierno mantiene un control de cambio como el que tenemos conexion yaenconexion ronald balza economista y profesor universitari la entrevista los versos de para este de abril preparense y particip nicolas maduro se ha convertido en un enemigo de la paz en nuestro pais conexion nicolas maduro no tiene ningun interes en que haya paz en venezuela conexion yaenconexion juan miguel matheus diputado de la asamblea nacional por la mud y abogado constitucional yaenconexion maria alejandra trujillo bajo la produccion de ponrcr los trabajadores del banco industrial dieron el todo por el todo para ayudar en la crisis del banco y asi les pagan ana yanez yasinosv las tarjetas de credito del banco industrial eran las que mejor pasaban en el exterior y fue cerrado ana yanez yasinosv pensamos que cerraron el banco industrial para fortalecer a bancos como venezuela y tesoro ana yanez presidenta sindicato de trabaj el banco industrial era una fortaleza economica para el pais nos preguntamos por que lo cerraron ana yanez sindicato trabaj el banco industrial no estaba quebrado los ultimos años fueron los mejores de su vida estaba dando dividendos ana yanez yasinosv conversamos con ana yanez presidenta del sindicato bolivariano de trabajadores del banco industrial de venezuela yasinosv al aire yasinosva con los cabilleros y puedes escucharnos en el dial am o ponrcr solicitamos estudiantes de comunicacion social para realizar pasantias academicas interesados enviar curriculo al correo warcaya com v si desea participar en puede hacerlo llamando al numero telefon al aire en el dr vicente carvajal medico cirujano con doctorado en quiropractica en la universidad de logan ponrrc alaire con veronica oliveros sintonice esta hora sin estres por el dial am o a traves d recuerde que tambien puede escuchar lalinterna con diego bautista urbaneja a traves d estamos ante una situacion ambiental delicada con respecto al impacto biologico del arco minero del orinoco contig el gobierno pretende culpar a y a mi como autores de la masacre ocurrida en tumeremo contig el estado estaba enterado de todo lo que sucedia con las minas de tumeremo desde hace tiempo y no hizo nada contig se estan violando los derechos politicos de los venezolanos contig no hay una institucion que se salve de la corrupcion de todos los males que afectan a venezuela contig si el gobierno hubiese invertido en el abastecimiento de las plantas termoelectricas vzla no tendria esta crisis electr las plantas termoelectricas se compraron usadas con sobreprecio e inservibles porque no estan funcionando contig se aprobo la interpelacion del ministro de petroleo y minas y la del ministro de energia electrica el proximo mes contig a esta hora en contigo conversa con americo de grazia  diputado de la an por el estado bolivar ponrcr lo que estamos viviendo es una locura es un desastre contigo ponrcr",284372
"28","Semanario Quinto Día","“aqui no hay ningun toque de queda” declaraciones de la banda que controla el cementerio gt gt si no te gusta lavar tu ropa conoce la nueva prenda que se lava sola en etecnologia de gt gt mosaico rock sinfonico abre nuevas funciones revise las fechas aqui gt gt la piel oscura la esclerosis lateral amiotrofica y el cancer de pulmon en asusalud gt gt tips para estar mas saludable utilizando el metodo de psicologia positiva gt gt salud unaopinion temas corrupcion global radicada en panama acaba de ser puesta al descubierto por periodistas gt gt beneficios de la sabila contiene vitaminas a b y c gt gt índic decision del tsj facilita financiamiento del bcv al gobiern paraleerenelavion gt gt el aloe vera o sabila es una planta con multiples beneficiospara la salud enterate aqu visita nuestra web y descubre como detectar las mentir gigante el negocio con las medicinas que importa el gobierno y mandan a colombi hoy hablaremos del cancer de pulmon salud la psicologia positiva como barrera para tratar el malestar emocional delincuentes se declaran en guerra contra cuerpos policiales por los crimenes ocurren por la impunidad que existe en este p sebastianasinsecretos militares en cvg alunas sebastianasinsecretos la muerte de dos cadetes entre que resultaron afectados ha creado mucho malestar gt gt la inseguridad en el hatillo esta fuera de control el alcalde en esta entrevista gt gt entrevista no solo “el niño” es responsable por la escasez de agua tambien los “viejos” el aloe vera o sabila es una planta con multiples beneficiospara la salud enterate aqu si te gusta hacer parrillas entonces este articulo es para ti algrill decision del tsj facilita financiamiento del bcv al gobiern unaopinion temas corrupcion global radicada en panama acaba de ser puesta al descubierto por periodistas gt gt entrevista policias y militares asesinados en lo que va de añ en te traeremos todos los tips que debes saber sobre el sexo oral “la mud no debe caer como maduro en la necedad de negarse al dialogo” la banda que controla el cementerio converso con y esto fue lo que dijeron gt gt debido a la falta de agua nos vemos en la necesidad de restringir las visitas a pacientes hospitalizados mas aqu monedero debio explicar al fisco de españa como recibio mil euros unos mil dolares del gobierno venezolan los venezolanos que aparecen en los ‘papeles de panama’ no viven en caracas con excepcion de un pastor evangel quisieras tener una mascota pero sufres de alergias huellasencas los ingenieros se estan yendo del pais y los que estan en venezuela muchos han sido reemplazados por “importados” el cancer de pulmon representa la primera causa de mortalidad en el mundo y en venezuela gt gt asusalud sebastianasinsecretos militares en cvg alunas “la dirigencia sindical roja rojita tiene terror a elecciones petroleras” el presidente “se equivoca cuando piensa que puede vetar una ley” la esclerosis lateral amiotrofica es un padecimiento neurologico enterate aqu la pelicula venezolana pelo malo llego a alemani politicos y mandatarios de casi paises tenian sus ahorros bajo la custodia de un poderoso bufete de panam estamos en busqueda de alguien como tu si estas interesad envianos tu curriculum captacionquintodia com aqui les dejamos los nombramientos de esta seman aseguradoras le inyectaran recursos al fond la oposicion la mud tienen que protestar y redoblar la exigencia de democratiz decision del tsj facilita financiamiento del bcv al gobiern entrevista advierte que el estado quiere un pais con mied",90334
"29","Últimas Noticias","banca publica y privada en argentina se van a par quien fue simone de beauv controlan incendio en parque la llovizn las camas de hotel mas grandes del mundo clasificadosún sismo de magnitud sacudio el sur de japon ecuador rechazo informe sobre ddhh realizado por eeuu abren muestra cervantina hasta juli fotos olp desplego efectivos en carabob cesta opep sigue en alza y se situo en por barril hoy marchan contra ley de privatizacion de mision viviend buscan por twitter a delincuent fotos fuerte incendio afecto parque la llovizna en pto ordaz video maria corina machado afirma que le gusta el “chicharron con pelos” quieres saber como publicar con nosotros en clasificadosún mira este enlac buscamos a los mejores ingresa en clasificadosun y conoce las oportunidades que tenemos para ti el miercoles guardia nacional dispersa protesta en la udo nueva espart buscan por twitter a delincuent video maria corina machado afirma que le gusta el “chicharron con pelos” para este jueves se esperan lluvias dispers borges dice que no asisten a comision de la verdad porque “desconocen” la agend fotos tres heridos deja derrumbe de edificio en tenerif horoscopo lee las predicciones de tu signo para hoy putin ofrecio este jueves conferencia anual evo morales y rafael correa viajan al vatican pan canilla dejo el pelero hay dulce pero mas car maduro denuncio que paramilitares tienen planes de magnicidi “el inquilino y yo” llega a las tablas mañan no es facil aplicar la carta democratica a est evo morales y rafael correa viajan al vatican audio jesse chacon desmintio rumores sobre su muert borges dice que no asisten a comision de la verdad porque “desconocen” la agend maduro denuncio que paramilitares tienen planes de magnicidi putin ofrecio este jueves conferencia anual fotos tres heridos deja derrumbe de edificio en tenerif para este jueves se esperan lluvias dispersas hacia el sur andes y orient abren muestra cervantina hasta juli buscan por twitter a delincuent el sol y el calor pueden llegar a ser nocivos para el carro clasificadosún buscas avisos de camiones encuentralos aqu has revisado clasificadosun ingresa y encuentra inmuebles autos empleo articulos servici con nuestras lineas ahora es mas facil publicar tu aviso pagalo con tu tarjeta de credito clasificadosún últimas noticias abre hoy su metro kiosco en la estacion capitoli fiscalia continua allanamiento de oficinas mossack fonsec se entrega a las autoridades implicado en crimen del cuatrista oscar briceñ comision de la verdad recopilara historias de victimas de violencia desde al vicepresidente temer dice estar preparado para sustituir a rousseff pdvsa cancela intereses a tenedores de los bonos y cristina fernandez no tengo miedo ni les tengo mied gobierno nacional suprimio tramites de exportacion  ataque a rousseff forma parte de una estrategia imperial",3172587
"30","La Razón","concertina nv la primera “off shore” del chav las “off shore” del chav le exige pruebas a maduro de su nacionalidad venezolana maduro dice tener pruebas de un magnicidio en su contr de concertina nv a bleckner ltd estas son las “off shore” del chav las “off shore” del chavism de concertina nv a bleckner ltd la primera “off shore” del chavismo fue registrada en curazao para recibir fondos del bbva entre “querer” y “poder” los dias de la asamblea nacional ley de referendos busca ver luz en la asamblea nacional las “off shore” del chavismo “concertina nv” a “bleckner ltd” entre “querer” y “poder” los dias de la asamblea nacional amnistia a la cart padrino lopez es un operador del psuv ley de referendos busca ver luz en la asamblea nacional entre “querer” y “poder” los dias de la asamblea nacional comisiòn de la verdad instalada por maduro esta integrada por miembros del oficialismo y de la oposicion la dependencia chavista madurista de la burocracia cubana articulo de oscar battaglini en el choque de trenes entre la an y el tsj parece estar ganando el maximo tribunal con cinco sentencias contra el parlamento d la escasez tambien afecta al parlamento faltan papel higienico y hojas blancas dias an por el lado opositor timoteo zambrano ha asistido apenas a nueve sesiones en estos dias an cilia flores y diosdado cabello son los que mas han faltado en la bancada del gran polo patriotico an d entre enero y marzo de hubo sesiones parlamentarias en el mismo periodo de unas an d dato la an cumple dias y en esos tres meses ha sancionado cinco ley opinión padrino lopez es un operador del psuv por opinión padrino lopez es un operador del psuv por la pregunta del día que argumentos esgrimira para no presentar su partida de nacimiento a l le solicita a presentacion de su partida de nac dice que el tsj monto guarimba contra la voluntad popul madres de estratos bajos y adolescentes clase media son el rostro del aborto en venezuel porque no hemos salido de maduro y de cub por que no hemos salido de maduro y de cub panama papers porkycracia global y cia opinión padrino lopez es un operador del psuv por panama papers porkycracia global y cia un analisis de heinz dieterich porque no hemos salido de maduro y de cuba por panama papers porkycracia global y cia un analisis de heinz dieterich panama papers porkycracia global y cia porque no hemos salido de maduro y de cuba por madres de estratos bajos y adolescentes clase media son el rostro del aborto en venezuel porque no hemos salido de maduro y de cub panama papers porkycracia global y cia un analisis de heinz dieterich madres de estratos bajos y adolescentes clase media son el rostro del aborto en venezuel la portada d madres de estratos bajos y adolescentes clase media son el rostro del aborto en venezuel mañana en la polemica columna de el gobierno titere y tiranico d viernes no laborales afectan la economia venezolan reducir los dias laborables a y otras soluciones de maduro a los problemas de venezuel declarar los viernes como no laborables es un mensaje de desesper cronica parlamentaria el dia en que la minoria rompio el quorum para de familias en pobreza reciente sus ingresos son insuficientes para comprar com viernes no laborales afectan la economia venezolan",36046
"31","La Voz","yulimar rojas es la primera campeona mundial del atletismo venezolan se entrego el homicida de cuatr a batazos ultiman hombre en colonia mendoza de ocumar combatir al bachaquer yulimar rojas es la primera campeona mundial del atletismo venezolan identifican a cinco de los seis abatidos tras asesinar a polic vive por las taquillas exit controlan incendio en parque la llovizn controlan incendio en parque la llovizn madre de lila morillo hospitaliz combatir al bachaquer en pixar quieren repetir el exito de buscando a nemo con dory crisis carcelaria se ha trasladado a los despachos policiales del p perez art museum de miami homenajeara a sofia imb en menos de horas dan muerte a otro militar en zona de barlovent policia de lander recupero tres vehiculos rob antisociales dirimen a balazos el control de la zona° enfrentamiento entre bandas deja dos muertos en cartanal sin vida localizaron a mujer y a un hombre en charallav hampones balearon a tres oficiales de polipazcastill joven esperaba para lavar su moto y fue acribill ilich estrena “contigo” caracas celebrara dia internacional del jazz natalia jimenez espera su primer hij brigada contra microtrafico de poliplaza sigue con captur clinicas restringen servicios por una aguda falta de agu “me trans forme en mama” cierra exitosas funcion frente su casa ultiman a un sujeto en san miguel de cu luis chataing se va de la meg caracas celebrara dia internacional del jazz caracas celebrara dia internacional del jazz “mirada creativa” recorre las tablas caraqueñ “mirada creativa” recorre las tablas caraqueñ en mayo se le rendira homenaje musical a vasallos de venezuel en mayo se le rendira homenaje musical a vasallos de venezuel caen secuestradores abatidos en barlovent caen secuestradores abatidos en barlovent policia de charallave abatio a un ladron en la tosta garc salario e infl fallecidos dejo tiroteo en el mercado de coch editorial de twp sobre venezuel jaua “oposicion usa un argumento banal” jaua “oposicion usa un argumento banal” hector navarro se perdieron mas de millardos de dolar nos siguen quitando diputados por “decisiones judiciales percudidas” policia de charallave abatio a un ladron en la tosta garc policia de charallave abatio a un ladron en la tosta garc la tentacion de la serpient chataing dijo adios a la meg abatido en santa teresa fugado del cicpc el vall hampones balearon a tres oficiales de polipazcastill",125235
"32","Radio Caracas Radio","campo venezolano con pocas reses y bajas de pes sntp denuncia despido laboral de ahiana figueroa por reportaje en los panamapapers aprueban en segunda discusion ley de titulos de propiedad de la mision viviend alimentos como caraotas arroz pollo carne leche cafe harina y aceite desaparecen dicen desde el zuli el gobierno es el principal bachaquero en el pais diputado jose guerr salud investigaciones en estados unidos confirman relacion entre el zika y la microcefali ramos a maduro abstengase de suministrar ofertas fraudulentas de canje de pres estado boliv volvieron a negar medida de proteccion a niños sin medicin buenos dias feliz jueves que la pasen muy bien haciendo lo mejor en todo lo que puedan mucha fuerza y fè al aire con y ex diputado y periodista miguel ángel rodriguez dirigira relanzamiento del canal de la antv fmi venezuela cerrara en con de infl medicos protestan en caracas en contra del “holocausto de salud” propiciado por madur isla de margarit derechos human al aire esto es otra historia con jimmy stone reveron maduro designo a los miembros de una comision por la verd the washington post dice en su editorial de hoy que venezuela necesita intervencion politica exterior argentina cristina kirchner presento un escrito ante el juez bonadio por la venta de dolar futur guri solo un diluvio salvara al pais de la oscuridad con generacion termica el embalse tendria metros mas parlamento difiere discusion de ley de referendos para este miercoles aprobados artìcul una red de complicidades mantiene vivo el bachaque buenos dias feliz mièrcoles que la pasen muy bien haciendo lo mejor en todo lo que puedan mucho ànimo y fuerz chuo torrealba decision del tsj en contra de ley de amnistia ratifica que estamos ante un gobierno de malandr alto comisionado de la onu decepcionado y sorprendido por decision del tsj sobre ley de amnist de los venezolanos no quiere vivir en un pais de desabastecimiento conindustri la sociedad interamericana de prensa solicito al gobierno cese del cierre de medios de comun mud va hoy al cne entregaran las actas de las asambleas de ciudadanos y exigiran las planill sala constitucional del tsj sentencia como inconstitucional la ley de amnist venezuela empobrecida financia a paises con mejores econom grandes ligas un encendido eugenio suarez ha sido clave en exito de roj con años se encadena en la puerta de su casa para desalojar a sus inquilinos en los rosales carac capriles este gobierno tiene dolares para aviones de guerra pero no para medicin empresario venezolano investigado en guatemala oculto relacion con pdvs al aire conexion con maria alejandra trujillo y victor maldon rcr por internet para escuchar y ver la programaciòn en computadoras y mòvil peru fujimori gana y el ex ministro pedro pablo kuczynski se perfila como su rival en la segunda vuelt planta de lacteos tiene años parada en mcgregor el chaparro estado anzoàtegui torrealba llama a movilizacion del pais para presionar “salida pacifica” madur ajuste de precios toca de los rubros esencial comprar comida a granel puede provocar enfermedad luis almagro oea “maduro debe facilitar la puesta en practica de una amnistia” buenos dias feliz lunes mucha fuerza y ànimo para hacer lo mejor en todo lo que pued observatorio venezolano de salud pide a maduro aceptar ayuda internacional alo suecia el curioso numero de telefono que permite llamar a un sueco aleatorio y preguntarle lo que qu marcel granier en venezuela hay una dictadura pura y dur apertura a la caribeña la economia cubana allana el camino al emprendimiento privado pero a un ritmo lent perù primera vuelta presidencial flash electoral ipsos keiko ppk kuczynski y mendoz ley de amnistia intensifico presion internacional para la liberacion de los presos polit",559052
"33","Correo del Orinoco","maduro llama a construir una nueva politica comunicacional y cultural de la revolu paises participaran en internacional de badminton a celebrarse en anzoategui pueblo venezolano marcha en rechazo a ley de otorgamiento de titulos de propiedad venezuel washington post llama a la intervencion de la oea en venezuel cristina fernandez propone frente ciudadano contra politicas neoliberales argentin pdvsa cumple compromisos con empresa schlumberger venezuela venezuelaserespeta realizaran inventario a unidades de transporte para abastecerlos con las proveedur isturiz considera el de abril el dia de la lealtad y el de abril es “de la traicion” parlamento comunal entrega documento al tsj en rechazo a leyes que atentan contra el puebl derecha venezolana preve activar nuevo plan violento denominado “la quinta via” demanda petrolera crecera este año en millones de barriles por d sundde recupera toneladas de arroz que se iban a comercializar a precio especulativo venezuel artistas de nicaragua pintan la poesia de ruben dario danielorteg recuerda cerrar bien el grifo luego de usarlo el ahorro del agua depende de ti presidente maduro rechaza llamado de intervencion del washington post este sabado sera activado el plan barrio adentr presidente maduro solicita al congreso de la patria evaluar gestion del gobierno bolivarian chavez inicia nuevo ciclo politico el de abril de venezuel alimentos polar vulnera beneficios de trabajadores venezuel asi conmemoro la milicia nacional bolivariana su to aniversario fot jesse chacon “la muerte virtual no es un chiste” piden revisar cierre de establecimientos de la red de abastos bicentenari washington post llama a la intervencion de la oea en venezuel maduro revelara pruebas de plan de magnicidio que seria ejecutado por paramilitar realizaran inventario a unidades de transporte para abastecerlos con las proveedur presidente maduro rechaza llamado de intervencion del washington post potente terremoto sacude el sudoeste de japon tsunami earthquak este año tenemos el reto de derrotar la conspiracion imperialista para mantener la paz lea en línea nuestra edicion impresa de hoy lea nuestro especial abril de lucha que circula este jueves en nuestra edicion impres derecha venezolana preve activar nuevo plan violento denominado “la quinta via” antes de salir apaga la luz soyconscienteconsumoeficient este sabado sera activado el plan barrio adentr parlamento comunal apoya sentencias del tsj contra la asamblea nacional almagro y comando sur pactaron aplicacion de la carta democratica oea venezuel visita de jiang zemin en impulso cooperacion entre china y venezuela chavez controlan incendio en parque la llovizna twitter bolivar venezuel maduro congreso de la patria es el instrumento para construir el nuevo bloque histor cristina fernandez propone frente ciudadano contra politicas neoliberales argentin asi conmemoro la milicia nacional bolivariana su to aniversario fot maduro llama a construir una nueva politica comunicacional y cultural de la revolu registran temblor de en el estado sucre terremoto venezuel aseguran que la union civico militar es fundamental para la continuidad de la revolu maduro revelara pruebas de plan de magnicidio que seria ejecutado por paramilitar terremoto de se registro en chile earthquak los medios un dia despues silencio autocensura y resignacion prohibidoolvid jesse chacon “la muerte virtual no es un chiste” isturiz considera el de abril el dia de la lealtad y el de abril es “de la traicion” mision barrio adentro sera relanzada este sabado para llegar al del territorio nacional este año tenemos el reto de derrotar la conspiracion imperialista para mantener la paz",658180
